symbol,signal_time,entry_time,direction,dir_label,setup_type,confidence_mode,period,hit_1R,hit_2R,hit_3R,sl_hit,max_favorable_excursion_R,max_adverse_excursion_R,bos_break_mag,bos_close_pos,bos_body_ratio,bos_vol_ratio,bos_quality,h4_rsi_entry,htf_regime,session,month
BTCUSDT,2025-12-10 20:05:00,2025-12-10 20:10:00,1,LONG,RSI_TREND,PREMIUM,TEST,True,False,False,True,1.0410443754784544,1.3695933680404406,0.46982292842404844,0.7480809013352397,0.9755346976457958,1.524462601785293,0.8531637071848189,59.09017217897685,bullish,US,2025-12
BTCUSDT,2025-12-12 02:10:00,2025-12-12 02:15:00,1,LONG,RSI_SCALP,MID,TEST,False,False,False,True,0.9088580630436381,1.0145563360637162,0.23450799762555902,0.3270339443137477,0.7676637108657728,1.6598652328709136,0.5331893137236202,56.6351360145303,bullish,Asian,2025-12
BTCUSDT,2026-01-05 17:55:00,2026-01-05 18:00:00,1,LONG,RSI_TREND,MILD,TEST,True,False,False,True,1.0982566784425585,1.0631145019600237,0.3042132708573212,1.6073283323717347,0.956549336410852,6.181382220275594,0.8738378297965631,78.16844048749789,bullish,US,2026-01
BTCUSDT,2026-03-10 07:15:00,2026-03-10 07:20:00,1,LONG,RSI_TREND,MILD,TEST,True,True,False,True,2.9699441582600126,1.8436261230328015,0.01949243517344739,0.04710000000006403,0.9099000000000523,0.6293421807375394,0.25736112465941674,57.51900981903123,bullish,Asian,2026-03
BTCUSDT,2026-03-10 07:20:00,2026-03-10 07:25:00,1,LONG,RSI_TREND,MILD,TEST,True,True,False,True,2.6873438790926136,1.9161059024797231,0.060497159090904126,0.04677775547082624,0.6192531620157118,1.2039762248194594,0.2668193591339335,57.51900981903123,bullish,Asian,2026-03
BTCUSDT,2026-03-16 03:30:00,2026-03-16 03:35:00,1,LONG,RSI_TREND,HIGH,TEST,False,False,False,False,0.8142530233102919,0.7989222509225702,1.1954820386715792,1.5662368955782113,1.0,19.994567378107952,0.9999999999999999,67.43404294123654,bullish,Asian,2026-03
BTCUSDT,2026-03-16 03:35:00,2026-03-16 03:40:00,1,LONG,RSI_TREND,HIGH,TEST,False,False,False,False,0.4377056305132392,0.9378459825478032,0.3638070633067366,0.8141257170607187,1.0,14.954070963810455,0.8532282389552935,67.43404294123654,bullish,Asian,2026-03
BTCUSDT,2026-03-25 03:35:00,2026-03-25 03:40:00,1,LONG,RSI_SCALP,MILD,TEST,True,True,True,False,3.902242668200051,0.5810171874001436,0.039871782749251156,0.2750000000002007,0.7886206896552628,0.7232488951235307,0.3321408747149383,52.85841922319464,neutral,Asian,2026-03
BTCUSDT,2026-03-25 08:30:00,2026-03-25 08:35:00,1,LONG,RSI_TREND,MILD,TEST,True,False,False,True,1.3000941240589465,1.4228266581752202,0.3343622734613913,0.8698125836680239,0.9837869998512546,4.301095362765658,0.851809168330894,55.18849331920518,bullish,European,2026-03
BTCUSDT,2026-04-07 20:00:00,2026-04-07 20:05:00,1,LONG,RSI_TREND,PREMIUM,TEST,True,True,True,False,4.487110376444791,0.34786746224102105,0.493738107558792,1.0275319901987348,0.8670024503130946,4.546357566078131,0.9696433545978941,58.58031384023691,bullish,US,2026-04
BTCUSDT,2026-04-07 20:05:00,2026-04-07 20:10:00,1,LONG,RSI_TREND,MID,TEST,True,True,True,False,5.367115876769539,0.4051475590398179,0.1568695477278482,0.08651831154574352,0.2926853607424821,1.5617736991140003,0.3000732372597656,58.58031384023691,bullish,US,2026-04
BTCUSDT,2026-04-09 15:15:00,2026-04-09 15:20:00,1,LONG,RSI_TREND,MID,TEST,True,True,True,False,3.4223457885657584,0.3031268511108204,0.2624806573833321,0.3784599528857834,1.0,1.569119218483024,0.6076333193262502,63.91274611903218,bullish,European,2026-04
BTCUSDT,2026-04-09 15:20:00,2026-04-09 15:25:00,1,LONG,RSI_TREND,MID,TEST,True,True,True,False,3.735338083858014,0.34450898181123035,0.08089384200171656,-0.40819893540948604,0.11480098514349865,1.990551845387958,0.2207878906338265,63.91274611903218,bullish,European,2026-04
