symbol,signal_time,entry_time,direction,dir_label,setup_type,confidence_mode,period,hit_1R,hit_2R,hit_3R,sl_hit,max_favorable_excursion_R,max_adverse_excursion_R,bos_break_mag,bos_close_pos,bos_body_ratio,bos_vol_ratio,bos_quality,h4_rsi_entry,htf_regime,session,month
BTCUSDT,2025-06-16 13:55:00,2025-06-16 14:00:00,1,LONG,RSI_SCALP,MILD,TRAIN,True,True,False,True,2.651601654116764,1.473583508208859,0.34653057402378284,1.3937704794546533,1.0,3.1460753074558356,0.9079183444142697,57.40525987292735,bullish,European,2025-06
BTCUSDT,2025-06-16 14:00:00,2025-06-16 14:05:00,1,LONG,RSI_SCALP,MILD,TRAIN,True,True,False,True,2.85573045840289,1.654822763240018,0.022695022753819835,-0.023306669735873944,0.0366576509178523,2.8448128001418063,0.17094854383586236,57.40525987292735,bullish,European,2025-06
BTCUSDT,2025-06-24 01:55:00,2025-06-24 02:00:00,1,LONG,RSI_SCALP,MILD,TRAIN,False,False,False,True,0.0,1.1530398322851292,0.09542976374134302,0.9920921037329047,0.3558553320152274,2.2349304140658206,0.625661160954368,61.146626639459555,bullish,Asian,2025-06
BTCUSDT,2025-07-03 13:45:00,2025-07-03 13:50:00,1,LONG,RSI_TREND,MILD,TRAIN,False,False,False,True,0.37005221467192745,1.1269051120968248,0.1967428074653684,0.6572000728199668,0.3752958310577149,3.615394020865601,0.5731248761777524,64.13745981037529,bullish,European,2025-07
BTCUSDT,2025-07-03 13:50:00,2025-07-03 13:55:00,1,LONG,RSI_TREND,MILD,TRAIN,False,False,False,True,0.17087067384547103,1.0957294093554324,0.08893154057258247,0.11061312298311908,0.5243814987450809,2.169093512108055,0.34694981713665735,64.13745981037529,bullish,European,2025-07
BTCUSDT,2025-07-16 00:45:00,2025-07-16 00:50:00,1,LONG,RSI_SCALP,HIGH,TRAIN,False,False,False,True,0.0968179098173009,1.2380407617304343,0.16652815468113583,0.8907284768212038,1.0,3.8353240561404767,0.7616718596961028,51.89382059122757,neutral,Asian,2025-07
BTCUSDT,2025-07-16 00:50:00,2025-07-16 00:55:00,1,LONG,RSI_SCALP,HIGH,TRAIN,False,False,False,True,0.1674087792576278,1.0132595161163132,0.03655716815544498,-0.01790147654508512,0.3265386123089719,1.4340259440691034,0.1947939691602441,51.89382059122757,neutral,Asian,2025-07
BTCUSDT,2025-07-16 15:00:00,2025-07-16 15:05:00,1,LONG,RSI_TREND,MID,TRAIN,False,False,False,True,0.04876287865856569,1.2034910554783051,0.08317972011987367,0.4118453295676447,1.0,0.8312205665979477,0.4563952399154459,56.72600988528893,bullish,European,2025-07
BTCUSDT,2025-07-17 18:00:00,2025-07-17 18:05:00,1,LONG,RSI_TREND,MID,TRAIN,True,False,False,True,1.0014056421992479,1.1799774959668856,0.03737153795738946,0.35179487179495905,0.341380670611472,1.297336100991446,0.31112746959932214,55.945684326486216,bullish,US,2025-07
BTCUSDT,2025-07-17 18:05:00,2025-07-17 18:10:00,1,LONG,RSI_TREND,MILD,TRAIN,True,False,False,True,1.2767517271833824,1.3420132221548606,0.03352044516759323,0.31827221382541343,0.41118447219791343,0.7925076225289462,0.2731825080687043,55.945684326486216,bullish,US,2025-07
BTCUSDT,2025-07-21 06:25:00,2025-07-21 06:30:00,1,LONG,RSI_SCALP,MILD,TRAIN,False,False,False,True,0.8550648688459745,1.0963543142031604,0.08614845661208598,1.6867271228357492,1.0,1.754526062043106,0.7332785286204845,51.97304913350069,neutral,Asian,2025-07
BTCUSDT,2025-07-21 06:30:00,2025-07-21 06:35:00,1,LONG,RSI_SCALP,PREMIUM,TRAIN,False,False,False,True,0.44280863232205436,1.01281220678254,0.30810057652114503,1.6591753511554048,1.0,7.4466899658378125,0.884860345912687,51.97304913350069,neutral,Asian,2025-07
BTCUSDT,2025-07-22 13:40:00,2025-07-22 13:45:00,1,LONG,RSI_SCALP,HIGH,TRAIN,False,False,False,True,0.0,2.7094310255375658,0.05960873759093478,0.2028467700109337,0.7926007030484327,2.7035231119937078,0.4152817526680742,56.27452395375691,bullish,European,2025-07
BTCUSDT,2025-07-24 14:50:00,2025-07-24 14:55:00,1,LONG,RSI_SCALP,MILD,TRAIN,False,False,False,True,0.8160703075957164,1.042780916509721,0.05919552332697674,1.2923322683705851,0.11202076677317066,1.243648524037998,0.50119510665367,51.3866055858403,neutral,European,2025-07
BTCUSDT,2025-07-24 17:20:00,2025-07-24 17:25:00,1,LONG,RSI_SCALP,MILD,TRAIN,False,False,False,True,0.41800232843722274,1.0167137138574078,0.1215768783371331,0.5809301951963746,1.0,0.5257726508715767,0.5157046441363792,55.146497650950465,bullish,US,2025-07
BTCUSDT,2025-07-27 16:00:00,2025-07-27 16:05:00,1,LONG,RSI_TREND,MILD,TRAIN,True,False,False,False,1.7178572682755033,0.44956729990227084,0.3215924039531785,1.8968913205671099,1.0,6.272275927513902,0.8929554423719072,55.92631598439301,bullish,US,2025-07
BTCUSDT,2025-08-11 01:30:00,2025-08-11 01:35:00,1,LONG,RSI_TREND,MILD,TRAIN,True,True,True,False,4.806575417990104,0.9035234362160202,0.275638365478306,0.6271402913589924,0.9700858112153162,5.0547654401586986,0.7288992835056941,67.7642037780789,bullish,Asian,2025-08
BTCUSDT,2025-08-13 14:00:00,2025-08-13 14:05:00,1,LONG,RSI_TREND,HIGH,TRAIN,False,False,False,True,0.20036346447286318,1.021344386820356,0.06837289560688092,-0.5656023751237136,0.6272722537632108,1.9967866144698518,0.31623718420200964,61.28000345882252,bullish,European,2025-08
BTCUSDT,2025-08-13 14:05:00,2025-08-13 14:10:00,1,LONG,RSI_TREND,PREMIUM,TRAIN,False,False,False,True,0.0,1.117413813763428,0.04505103818106638,0.4076050700467261,1.0,1.4512575522097837,0.4785367138407277,61.28000345882252,bullish,European,2025-08
BTCUSDT,2025-09-08 14:30:00,2025-09-08 14:35:00,1,LONG,RSI_TREND,MILD,TRAIN,False,False,False,True,0.41096616844164663,1.0965962952971735,0.3139636350684788,0.9028755793409133,1.0,3.459578122603003,0.854384633810407,59.81795728836936,bullish,European,2025-09
BTCUSDT,2025-09-08 14:35:00,2025-09-08 14:40:00,1,LONG,RSI_TREND,MILD,TRAIN,False,False,False,True,0.3077628270803277,1.1894422572013368,0.09878517929389641,0.10779847246413689,0.038791370762386444,1.4506880039989043,0.21356044739118085,59.81795728836936,bullish,European,2025-09
BTCUSDT,2025-10-01 14:00:00,2025-10-01 14:05:00,1,LONG,RSI_TREND,MID,TRAIN,True,True,True,False,4.969486681851812,0.6937925329262159,0.3422056356915603,1.056510017444601,1.0,5.054480469820824,0.9053233814149363,76.4396706389159,bullish,European,2025-10
BTCUSDT,2025-10-06 00:15:00,2025-10-06 00:20:00,1,LONG,RSI_TREND,MILD,TRAIN,False,False,False,True,0.0,1.3660542353605685,0.6573434929405851,1.513645514875834,1.0,8.57283314338931,0.9999999999999999,66.54112450875273,bullish,Asian,2025-10
BTCUSDT,2025-10-08 14:15:00,2025-10-08 14:20:00,1,LONG,RSI_SCALP,PREMIUM,TRAIN,False,False,False,True,0.0,1.1083843782919276,0.0,0.0,0.0,1.0,0.0,53.4983089532735,neutral,European,2025-10
