entry_time,entry_hour,entry_price,exit_time,exit_price,direction,dir_label,strategy,stage,cfx_score,confidence_raw,confidence_mode,risk_fraction,equity_before,equity_after,risk_amount,stop_price,stop_distance_pct,position_notional,gross_return_pct,gross_pnl_cash,cost_cash,net_pnl_cash,net_r_multiple,win,exit_reason,ambiguous_candle,symbol,period
2026-01-16 04:25:00,4,142.61,2026-01-16 04:50:00,141.75072,1,LONG,RSI_SCALP,1,0.0,0.793150654860673,MID,0.03,11890.621567246119,11139.248679629787,356.71864701738355,141.75072,0.004,89179.66175434589,-0.0060253839141716226,-537.341699405902,214.03118821043012,-751.372887616332,-2.1063459785429055,0,stop_loss,False,SOLUSDT,TEST
2026-01-16 05:40:00,5,142.28,2026-01-16 07:40:00,142.6631,1,LONG,RSI_SCALP,1,1.0,0.7788382527962994,MILD,0.025,11139.248679629787,11253.065067843847,278.4812169907447,141.71,0.006380591782358691,43645.045238703475,0.005007773404554283,218.5644967869478,104.74810857288833,113.81638821405949,0.40870400325003664,1,trailing_stop,False,SOLUSDT,TEST
2026-01-16 17:50:00,17,142.89,2026-01-16 19:15:00,143.25245,1,LONG,RSI_SCALP,1,1.0,0.8435900439104592,HIGH,0.035,11253.065067843847,11505.22923347931,393.8572773745347,142.31843999999998,0.004,98464.31934363367,0.004960969976905305,488.4785320601829,236.3143664247208,252.1641656354621,0.6402424942263262,1,trailing_stop,False,SOLUSDT,TEST
2026-01-16 19:35:00,19,144.39,2026-01-16 22:10:00,144.83529500000003,1,LONG,RSI_SCALP,1,1.0,0.8724732078487133,HIGH,0.035,11505.22923347931,11628.0261703663,402.68302317177586,143.06,0.008936612400415602,45059.91813553969,0.005125192187824645,230.94074041228606,108.14380352529524,122.79693688699082,0.30494689326549607,1,trailing_stop,False,SOLUSDT,TEST
2026-01-18 23:10:00,23,141.42,2026-01-18 23:45:00,139.052935,-1,SHORT,RSI_TREND,0,1.0,0.8200000000000001,HIGH,0.035,11628.0261703663,11807.798821851246,406.9809159628205,142.88000000000002,0.011683070169227542,34835.09985541148,0.00756067564700892,263.3768911379335,83.60423965298754,179.77265148494598,0.44172255856185894,1,trailing_stop,False,SOLUSDT,TEST
2026-01-20 14:20:00,14,128.21,2026-01-20 14:35:00,129.10436,-1,SHORT,RSI_TREND,0,1.0,0.8144783669936799,PREMIUM,0.0325,11807.798821851246,10908.305371267892,383.7534617101655,129.10436,0.004,95938.36542754137,-0.006975742921768946,-669.2413735572543,230.25207702609927,-899.4934505833536,-2.3439357304422366,0,stop_loss,False,SOLUSDT,TEST
2026-01-20 15:10:00,15,127.63,2026-01-20 16:50:00,126.96164999999999,-1,SHORT,RSI_TREND,0,1.0,0.7506080825592689,MILD,0.025,10908.305371267892,11049.620730387627,272.7076342816973,129.06,0.006629748069573311,41133.93622500783,0.005835493222596582,240.03680605975322,98.72144694001878,141.31535911973444,0.5181936306695422,1,trailing_stop,False,SOLUSDT,TEST
2026-01-20 22:35:00,22,125.78,2026-01-21 00:50:00,127.44,-1,SHORT,RSI_TREND,0,1.0,0.7944485017882542,MID,0.03,11049.620730387627,10570.29030511676,331.4886219116288,127.44,0.010786802030456849,30730.94518427807,-0.01319764668468748,-405.5761568286002,73.75426844226736,-479.3304252708675,-1.4459935985333812,0,stop_loss,False,SOLUSDT,TEST
2026-01-21 11:55:00,11,127.15,2026-01-21 12:35:00,127.12457,-1,SHORT,RSI_TREND,0,1.0,0.7789356711295321,MILD,0.025,10570.29030511676,10548.486174532622,264.257257627919,127.73999999999998,0.00630219001102881,41931.020354110195,0.001879999999999987,78.83031826572662,100.63444884986446,-21.804130584137837,-0.08251100000000232,0,break_even_stop,False,SOLUSDT,TEST
2026-01-22 13:45:00,13,129.56,2026-01-22 14:40:00,129.15861,-1,SHORT,RSI_TREND,0,1.0,0.8100100230947157,PREMIUM,0.0325,10548.486174532622,10635.904129341889,342.8258006723102,130.88,0.009331379656050034,36739.02609353568,0.004779430379746758,175.59161743375327,88.17366262448562,87.41795480926766,0.2549923449105455,1,trailing_stop,False,SOLUSDT,TEST
