entry_time,entry_hour,entry_price,exit_time,exit_price,direction,dir_label,strategy,stage,cfx_score,confidence_raw,confidence_mode,risk_fraction,equity_before,equity_after,risk_amount,stop_price,stop_distance_pct,position_notional,gross_return_pct_on_notional,gross_pnl_cash,cost_cash,net_pnl_cash,net_r_multiple,win,exit_reason,symbol,period
2026-02-16 01:25:00,1,85.98,2026-02-16 02:00:00,85.962804,-1,SHORT,RSI_SCALP,1,1.0,0.8017497690149368,PREMIUM,0.0325,11445.73352279411,11502.35984460882,371.9863394908086,86.58999999999999,0.007094673179809251,52431.77945806517,0.001879999999999987,98.57174538116183,41.945423566452135,56.6263218147097,0.15222688524589995,1,break_even_stop,SOLUSDT,TRAIN
2026-02-16 13:25:00,13,85.0,2026-02-16 14:05:00,84.25746,-1,SHORT,RSI_TREND,0,1.0,0.8200000000000001,PREMIUM,0.0325,11502.35984460882,11598.382716707089,373.82669494978666,86.83999999999999,0.021647058823529453,17269.167973223808,0.0063603647058823876,109.83820647684719,13.815334378579047,96.02287209826814,0.25686467391304457,1,trailing_stop,SOLUSDT,TRAIN
2026-02-17 14:35:00,14,84.72,2026-02-17 15:00:00,83.41368,-1,SHORT,RSI_TREND,0,1.0,0.8909377043585784,HIGH,0.035,11598.382716707089,11945.625447805978,405.94339508474815,85.37,0.007672332389046337,52910.03758704548,0.007362889518413585,389.57076116852596,42.328030069636384,347.2427310988896,0.855396923076914,1,trailing_stop,SOLUSDT,TRAIN
2026-02-18 16:00:00,16,82.65,2026-02-18 16:25:00,82.499585,-1,SHORT,RSI_TREND,0,1.0,0.9550031293907146,HIGH,0.035,11945.625447805978,12041.952054462037,418.09689067320926,83.94,0.015607985480943642,26787.370553597644,0.004395970961887579,117.75650309893764,21.429896442878118,96.32660665605952,0.2303930232558219,1,trailing_stop,SOLUSDT,TRAIN
2026-02-22 12:00:00,12,85.1,2026-02-22 15:25:00,83.41368,-1,SHORT,RSI_TREND,0,1.0,0.8483172021816168,PREMIUM,0.0325,12041.952054462037,12607.26573876524,391.3634417700162,85.52549999999998,0.005,78272.68835400324,0.008022361927144528,627.9318349864045,62.6181506832026,565.3136843032019,1.4444723854289054,1,trailing_stop,SOLUSDT,TRAIN
2026-01-13 13:25:00,13,2.0645,2026-01-13 14:00:00,2.0649129,1,LONG,RSI_SCALP,1,1.0,0.8255376809077367,PREMIUM,0.0325,10000.0,10070.199999999997,325.0,2.0541774999999998,0.005,65000.0,0.0018799999999999481,122.19999999999662,52.0,70.19999999999662,0.2159999999999896,1,break_even_stop,XRPUSDT,TRAIN
2026-01-13 22:05:00,22,2.1496,2026-01-13 22:15:00,2.15913995,1,LONG,RSI_TREND,0,1.0,0.9228600657583271,HIGH,0.035,10070.199999999997,10198.6255166956,352.45699999999994,2.1206,0.01349088202456267,26125.57128275869,0.005715701758466662,149.32597372180996,20.900457026206954,128.425516695603,0.36437215517241256,1,trailing_stop,XRPUSDT,TRAIN
2026-01-18 23:00:00,23,2.047,2026-01-18 23:25:00,2.03039585,-1,SHORT,RSI_TREND,0,1.0,0.94,HIGH,0.035,10198.6255166956,10483.941562995178,356.951893084346,2.061,0.0068392769907180215,52191.466081690516,0.006266718368343976,327.06921916493155,41.75317286535242,285.3160462995791,0.7993123214285918,1,trailing_stop,XRPUSDT,TRAIN
2026-01-23 00:30:00,0,1.9187,2026-01-23 06:40:00,1.9136729499999998,-1,SHORT,RSI_TREND,0,1.0,0.8068794032415334,PREMIUM,0.0325,10483.941562995178,10745.34875860508,340.7281007973433,1.9282934999999999,0.005,68145.62015946866,0.004636008755928538,315.923691737477,54.516496127574925,261.40719560990203,0.7672017511857074,1,trailing_stop,XRPUSDT,TRAIN
2026-01-29 12:35:00,12,1.8663,2026-01-29 13:05:00,1.8756315,-1,SHORT,RSI_TREND,0,1.0,0.8032929625589318,PREMIUM,0.0325,10745.34875860508,10340.249110405675,349.2238346546651,1.8756315,0.005,69844.76693093302,-0.004999999999999893,-349.22383465465765,55.87581354474642,-405.0996481994041,-1.1599999999999788,0,stop_loss,XRPUSDT,TRAIN
2026-01-29 14:25:00,14,1.8556,2026-01-29 14:45:00,1.8431570499999999,-1,SHORT,RSI_TREND,0,1.0,0.94,HIGH,0.035,10340.249110405675,10499.240215972675,361.90871886419865,1.8778,0.011963785298555723,30250.352194793108,0.006055843123517974,183.1913873228347,24.20028175583449,158.9911055670002,0.4393127252252231,1,trailing_stop,XRPUSDT,TRAIN
2026-01-30 00:50:00,0,1.7979,2026-01-30 01:40:00,1.73105485,-1,SHORT,RSI_TREND,0,1.0,0.8369787187916866,PREMIUM,0.0325,10499.240215972675,11370.632059661682,341.22530701911194,1.8078999999999998,0.005562044607597758,61348.89794896608,0.015003871183046937,920.4709620481794,49.07911835917287,871.3918436890066,2.5537140000000065,1,trailing_stop,XRPUSDT,TRAIN
2026-02-03 09:10:00,9,1.607,2026-02-03 09:35:00,1.603182,-1,SHORT,RSI_TREND,0,1.0,0.884001781220844,HIGH,0.035,11370.632059661682,11510.54124159404,397.9721220881589,1.6242,0.010703173615432549,37182.62791835276,0.004562756689483477,169.65528426703912,29.74610233468221,139.90918193235692,0.35155523255813426,1,trailing_stop,XRPUSDT,TRAIN
2026-02-07 04:35:00,4,1.4631,2026-02-07 04:50:00,1.46280738,-1,SHORT,RSI_SCALP,1,0.0,0.8442735394998356,PREMIUM,0.0325,11510.54124159404,11539.376444445708,374.0925903518063,1.4836,0.014011345772674433,26699.261899694087,0.001879999999999987,50.19461237142453,21.35940951975527,28.835202851669262,0.07708039024390165,1,break_even_stop,XRPUSDT,TRAIN
2026-02-07 05:25:00,5,1.4539,2026-02-07 06:35:00,1.4697,-1,SHORT,RSI_SCALP,1,0.0,0.8519981189375585,HIGH,0.035,11539.376444445708,11105.766700310853,403.87817555559985,1.4697,0.010867322374303622,37164.46072406869,-0.010867322374303656,-403.8781755556011,29.731568579254954,-433.60974413485604,-1.0736151898734205,0,stop_loss,XRPUSDT,TRAIN
2026-02-08 23:20:00,23,1.4248,2026-02-09 08:30:00,1.4080076499999998,-1,SHORT,RSI_SCALP,1,1.0,0.9285499711591334,HIGH,0.035,11105.766700310853,11213.061707187455,388.7018345108799,1.4606000000000001,0.025126333520493985,15469.898709807383,0.0077357278214486135,119.67092584444899,12.375918967845907,107.29500687660308,0.27603421787709587,1,trailing_stop,XRPUSDT,TRAIN
2026-02-10 14:35:00,14,1.4044,2026-02-10 14:50:00,1.40097615,-1,SHORT,RSI_TREND,0,1.0,0.8440162079338458,PREMIUM,0.0325,11213.061707187455,11309.826890597882,364.42450548359227,1.4244,0.014240956992309895,25589.88877505783,0.004581383508971842,117.23709443047358,20.471911020046264,96.76518341042731,0.2655287500000025,1,trailing_stop,XRPUSDT,TRAIN
2026-02-17 11:40:00,11,1.4525,2026-02-17 12:35:00,1.4597624999999999,-1,SHORT,RSI_SCALP,1,1.0,0.826031576846943,PREMIUM,0.0325,11309.826890597882,10883.44641682235,367.56937394443116,1.4597624999999999,0.005,73513.87478888623,-0.004999999999999893,-367.5693739444233,58.81109983110898,-426.3804737755323,-1.1599999999999786,0,stop_loss,XRPUSDT,TRAIN
2026-02-18 16:00:00,16,1.4689,2026-02-18 16:25:00,1.4642336,-1,SHORT,RSI_TREND,0,1.0,0.9791004564988921,ELITE,0.04,10883.44641682235,11024.09558683319,435.33785667289396,1.4870999999999999,0.012390223977125735,35135.59217949529,0.00480303968956362,168.757643754437,28.10847374359623,140.64917001084078,0.32308049450549475,1,trailing_stop,XRPUSDT,TRAIN
2026-02-22 12:00:00,12,1.4197,2026-02-22 15:25:00,1.39273925,-1,SHORT,RSI_TREND,0,1.0,0.8939950805150467,HIGH,0.035,11024.09558683319,11571.882659707739,385.84334553916165,1.4267984999999999,0.005,77168.66910783233,0.007898568359512503,609.5220081608144,61.73493528626587,547.7870728745485,1.4197136719025005,1,trailing_stop,XRPUSDT,TRAIN
2026-02-24 01:00:00,1,1.3527,2026-02-24 01:15:00,1.3341768999999999,-1,SHORT,RSI_TREND,0,1.0,0.8124544436310951,PREMIUM,0.0325,11571.882659707739,12110.289779458002,376.08618644050154,1.3594635,0.005,75217.23728810031,0.007958028387669076,598.5809095807432,60.17378983048025,538.407119750263,1.4316056775338153,1,trailing_stop,XRPUSDT,TRAIN
2026-02-26 20:25:00,20,1.4007,2026-02-26 21:25:00,1.39474825,-1,SHORT,RSI_SCALP,1,1.0,0.8176702554052035,PREMIUM,0.0325,12110.289779458002,12363.564200641433,393.5844178323851,1.4120999999999997,0.008138787748982548,48359.095969984985,0.0060373688155922305,291.96169795941927,38.68727677598799,253.2744211834313,0.6435072368421167,1,trailing_stop,XRPUSDT,TRAIN
2026-02-27 14:40:00,14,1.3662,2026-02-27 15:00:00,1.364111,-1,SHORT,RSI_TREND,0,1.0,0.8027938970085023,PREMIUM,0.0325,12363.564200641433,12645.53586102859,401.8158365208466,1.373031,0.005,80363.16730416931,0.004308717610891477,346.26219423049247,64.29053384333545,281.97166038715704,0.7017435221782955,1,trailing_stop,XRPUSDT,TRAIN
2026-02-27 19:00:00,19,1.3521,2026-02-27 22:35:00,1.3456282,-1,SHORT,RSI_TREND,0,1.0,0.8213709227370093,PREMIUM,0.0325,12645.53586102859,12879.487745213824,410.9799154834292,1.3639,0.008727165150506479,47092.029129250295,0.005767972043487923,271.62550748863464,37.67362330340024,233.9518841852344,0.5692538135593329,1,trailing_stop,XRPUSDT,TRAIN
2026-03-01 16:50:00,16,66125.36,2026-03-01 18:00:00,66112.134928,-1,SHORT,RSI_SCALP,1,1.0,0.8960976969493679,HIGH,0.035,10000.0,10026.671133390953,350.00000000000006,67062.53,0.01417262605451219,24695.49388051266,0.001879999999999987,46.427528495363475,19.756395104410128,26.671133390953347,0.07620323825986669,1,break_even_stop,BTCUSDT,TEST
